Age,Year,Incidence,Sex
34,1999,0.037,m
35,1999,0.0352,m
36,1999,0.0334,m
37,1999,0.0318,m
38,1999,0.0302,m
39,1999,0.0286,m
40,1999,0.027,m
41,1999,0.0256,m
42,1999,0.0242,m
43,1999,0.0228,m
44,1999,0.0214,m
45,1999,0.02,m
46,1999,0.0186,m
47,1999,0.0174,m
48,1999,0.016,m
49,1999,0.0146,m
50,1999,0.0134,m
51,1999,0.0122,m
52,1999,0.0112,m
53,1999,0.01,m
54,1999,0.009,m
55,1999,0.008,m
56,1999,0.007,m
57,1999,0.006,m
58,1999,0.0052,m
59,1999,0.0046,m
60,1999,0.004,m
61,1999,0.0034,m
62,1999,0.003,m
63,1999,0.0026,m
64,1999,0.0024,m
65,1999,0.002,m
66,1999,0.0018,m
67,1999,0.0016,m
68,1999,0.0014,m
69,1999,0.0012,m
70,1999,0.001,m
71,1999,0.001,m
72,1999,0.0008,m
73,1999,0.0008,m
74,1999,0.0008,m
75,1999,0.0006,m
76,1999,0.0006,m
77,1999,0.00058,m
78,1999,0.000536,m
79,1999,0.0005,m
80,1999,0.000476,m
81,1999,0.000464,m
82,1999,0.00045,m
83,1999,0.000436,m
84,1999,0.000426,m
85,1999,0.00041,m
86,1999,0.000388,m
87,1999,0.00036,m
88,1999,0.00038,m
89,1999,0.000402,m
90,1999,0.000534,m
10,2000,0,m
11,2000,0.0000007,m
12,2000,0.00001492,m
13,2000,0.0001504,m
14,2000,0.001,m
15,2000,0.0038,m
16,2000,0.01,m
17,2000,0.0194,m
18,2000,0.0338,m
19,2000,0.0398,m
20,2000,0.044,m
21,2000,0.0466,m
22,2000,0.0482,m
23,2000,0.0488,m
24,2000,0.0488,m
25,2000,0.0484,m
26,2000,0.0478,m
27,2000,0.047,m
28,2000,0.0462,m
29,2000,0.0456,m
30,2000,0.0436,m
31,2000,0.0418,m
32,2000,0.04,m
33,2000,0.038,m
34,2000,0.036,m
35,2000,0.0342,m
36,2000,0.0324,m
37,2000,0.0306,m
38,2000,0.029,m
39,2000,0.0276,m
40,2000,0.0262,m
41,2000,0.0248,m
42,2000,0.0234,m
43,2000,0.0222,m
44,2000,0.0208,m
45,2000,0.0196,m
46,2000,0.0184,m
47,2000,0.0172,m
48,2000,0.0158,m
49,2000,0.0146,m
50,2000,0.0134,m
51,2000,0.0124,m
52,2000,0.0112,m
53,2000,0.0102,m
54,2000,0.0092,m
55,2000,0.0082,m
56,2000,0.0074,m
57,2000,0.0064,m
58,2000,0.0056,m
59,2000,0.0048,m
60,2000,0.0042,m
61,2000,0.0036,m
62,2000,0.0032,m
63,2000,0.0028,m
64,2000,0.0024,m
65,2000,0.0022,m
66,2000,0.0018,m
67,2000,0.0016,m
68,2000,0.0014,m
69,2000,0.0012,m
70,2000,0.001,m
71,2000,0.001,m
72,2000,0.0008,m
73,2000,0.0008,m
74,2000,0.0008,m
75,2000,0.0006,m
76,2000,0.0006,m
77,2000,0.0006,m
78,2000,0.00056,m
79,2000,0.000524,m
80,2000,0.000494,m
81,2000,0.000476,m
82,2000,0.000468,m
83,2000,0.000458,m
84,2000,0.000446,m
85,2000,0.00044,m
86,2000,0.00043,m
87,2000,0.000414,m
88,2000,0.000396,m
89,2000,0.000428,m
90,2000,0.000592,m
10,2001,0,m
11,2001,0.00000066,m
12,2001,0.0000135,m
13,2001,0.000135,m
14,2001,0.0008,m
15,2001,0.0034,m
16,2001,0.009,m
17,2001,0.0176,m
18,2001,0.0314,m
19,2001,0.0374,m
20,2001,0.0416,m
21,2001,0.0446,m
22,2001,0.0464,m
23,2001,0.0472,m
24,2001,0.0474,m
25,2001,0.047,m
26,2001,0.0462,m
27,2001,0.0454,m
28,2001,0.0444,m
29,2001,0.0438,m
30,2001,0.042,m
31,2001,0.0404,m
32,2001,0.0386,m
33,2001,0.0368,m
34,2001,0.0348,m
35,2001,0.033,m
36,2001,0.0312,m
37,2001,0.0296,m
38,2001,0.0282,m
39,2001,0.0266,m
40,2001,0.0254,m
41,2001,0.024,m
42,2001,0.0228,m
43,2001,0.0216,m
44,2001,0.0204,m
45,2001,0.0192,m
46,2001,0.018,m
47,2001,0.017,m
48,2001,0.0158,m
49,2001,0.0146,m
50,2001,0.0136,m
51,2001,0.0124,m
52,2001,0.0114,m
53,2001,0.0104,m
54,2001,0.0094,m
55,2001,0.0084,m
56,2001,0.0076,m
57,2001,0.0068,m
58,2001,0.0058,m
59,2001,0.0052,m
60,2001,0.0044,m
61,2001,0.0038,m
62,2001,0.0032,m
63,2001,0.0028,m
64,2001,0.0026,m
65,2001,0.0022,m
66,2001,0.002,m
67,2001,0.0016,m
68,2001,0.0014,m
69,2001,0.0012,m
70,2001,0.001,m
71,2001,0.001,m
72,2001,0.0008,m
73,2001,0.0008,m
74,2001,0.0008,m
75,2001,0.0006,m
76,2001,0.0006,m
77,2001,0.0006,m
78,2001,0.000568,m
79,2001,0.000534,m
80,2001,0.000504,m
81,2001,0.000482,m
82,2001,0.000466,m
83,2001,0.00046,m
84,2001,0.000454,m
85,2001,0.000446,m
86,2001,0.000446,m
87,2001,0.000444,m
88,2001,0.00044,m
89,2001,0.000434,m
90,2001,0.000628,m
10,2002,0,m
11,2002,0.0000006,m
12,2002,0.00001204,m
13,2002,0.000119,m
14,2002,0.0008,m
15,2002,0.003,m
16,2002,0.008,m
17,2002,0.0158,m
18,2002,0.0284,m
19,2002,0.0344,m
20,2002,0.0386,m
21,2002,0.0418,m
22,2002,0.044,m
23,2002,0.0452,m
24,2002,0.0456,m
25,2002,0.0452,m
26,2002,0.0446,m
27,2002,0.0436,m
28,2002,0.0426,m
29,2002,0.0422,m
30,2002,0.0404,m
31,2002,0.039,m
32,2002,0.0374,m
33,2002,0.0358,m
34,2002,0.034,m
35,2002,0.0322,m
36,2002,0.0304,m
37,2002,0.0288,m
38,2002,0.0274,m
39,2002,0.026,m
40,2002,0.0246,m
41,2002,0.0234,m
42,2002,0.0222,m
43,2002,0.021,m
44,2002,0.02,m
45,2002,0.0188,m
46,2002,0.0178,m
47,2002,0.0168,m
48,2002,0.0156,m
49,2002,0.0146,m
50,2002,0.0136,m
51,2002,0.0126,m
52,2002,0.0116,m
53,2002,0.0106,m
54,2002,0.0096,m
55,2002,0.0088,m
56,2002,0.0078,m
57,2002,0.007,m
58,2002,0.0062,m
59,2002,0.0054,m
60,2002,0.0048,m
61,2002,0.004,m
62,2002,0.0034,m
63,2002,0.003,m
64,2002,0.0026,m
65,2002,0.0024,m
66,2002,0.002,m
67,2002,0.0018,m
68,2002,0.0016,m
69,2002,0.0014,m
70,2002,0.0012,m
71,2002,0.001,m
72,2002,0.0008,m
73,2002,0.0008,m
74,2002,0.0008,m
75,2002,0.0006,m
76,2002,0.0006,m
77,2002,0.0006,m
78,2002,0.0006,m
79,2002,0.000534,m
80,2002,0.000506,m
81,2002,0.000482,m
82,2002,0.000466,m
83,2002,0.000454,m
84,2002,0.000452,m
85,2002,0.00045,m
86,2002,0.000446,m
87,2002,0.000454,m
88,2002,0.000462,m
89,2002,0.000472,m
90,2002,0.0006,m
10,2003,0,m
11,2003,0.00000054,m
12,2003,0.00001076,m
13,2003,0.0001048,m
14,2003,0.0006,m
15,2003,0.0026,m
16,2003,0.007,m
17,2003,0.0138,m
18,2003,0.0256,m
19,2003,0.0314,m
20,2003,0.0358,m
21,2003,0.039,m
22,2003,0.0414,m
23,2003,0.043,m
24,2003,0.0438,m
25,2003,0.0438,m
26,2003,0.0432,m
27,2003,0.0424,m
28,2003,0.0412,m
29,2003,0.0408,m
30,2003,0.0392,m
31,2003,0.0378,m
32,2003,0.0364,m
33,2003,0.0348,m
34,2003,0.0332,m
35,2003,0.0316,m
36,2003,0.0298,m
37,2003,0.0282,m
38,2003,0.0268,m
39,2003,0.0254,m
40,2003,0.0242,m
41,2003,0.023,m
42,2003,0.0218,m
43,2003,0.0208,m
44,2003,0.0196,m
45,2003,0.0186,m
46,2003,0.0176,m
47,2003,0.0166,m
48,2003,0.0156,m
49,2003,0.0148,m
50,2003,0.0138,m
51,2003,0.0128,m
52,2003,0.0118,m
53,2003,0.0108,m
54,2003,0.01,m
55,2003,0.009,m
56,2003,0.0082,m
57,2003,0.0074,m
58,2003,0.0066,m
59,2003,0.0058,m
60,2003,0.0052,m
61,2003,0.0044,m
62,2003,0.0038,m
63,2003,0.0032,m
64,2003,0.0028,m
65,2003,0.0024,m
66,2003,0.0022,m
67,2003,0.0018,m
68,2003,0.0016,m
69,2003,0.0014,m
70,2003,0.0012,m
71,2003,0.001,m
72,2003,0.001,m
73,2003,0.0008,m
74,2003,0.0008,m
75,2003,0.0006,m
76,2003,0.0006,m
77,2003,0.0006,m
78,2003,0.0006,m
79,2003,0.000518,m
80,2003,0.000496,m
81,2003,0.000474,m
82,2003,0.000456,m
83,2003,0.000442,m
84,2003,0.000434,m
85,2003,0.000436,m
86,2003,0.000438,m
87,2003,0.000442,m
88,2003,0.00046,m
89,2003,0.000482,m
90,2003,0.000586,m
10,2004,0,m
11,2004,0.0000005,m
12,2004,0.0000098,m
13,2004,0.000094,m
14,2004,0.0006,m
15,2004,0.0022,m
16,2004,0.0062,m
17,2004,0.0122,m
18,2004,0.0226,m
19,2004,0.0286,m
20,2004,0.033,m
21,2004,0.0364,m
22,2004,0.0388,m
23,2004,0.0406,m
24,2004,0.0418,m
25,2004,0.0422,m
26,2004,0.0418,m
27,2004,0.041,m
28,2004,0.04,m
29,2004,0.0394,m
30,2004,0.0378,m
31,2004,0.0364,m
32,2004,0.0352,m
33,2004,0.0338,m
34,2004,0.0322,m
35,2004,0.0308,m
36,2004,0.0292,m
37,2004,0.0278,m
38,2004,0.0262,m
39,2004,0.025,m
40,2004,0.0238,m
41,2004,0.0226,m
42,2004,0.0214,m
43,2004,0.0204,m
44,2004,0.0194,m
45,2004,0.0184,m
46,2004,0.0174,m
47,2004,0.0166,m
48,2004,0.0156,m
49,2004,0.0148,m
50,2004,0.0138,m
51,2004,0.0128,m
52,2004,0.012,m
53,2004,0.011,m
54,2004,0.0102,m
55,2004,0.0094,m
56,2004,0.0086,m
57,2004,0.0078,m
58,2004,0.007,m
59,2004,0.0062,m
60,2004,0.0054,m
61,2004,0.0048,m
62,2004,0.0042,m
63,2004,0.0036,m
64,2004,0.003,m
65,2004,0.0026,m
66,2004,0.0022,m
67,2004,0.002,m
68,2004,0.0018,m
69,2004,0.0014,m
70,2004,0.0012,m
71,2004,0.0012,m
72,2004,0.001,m
73,2004,0.0008,m
74,2004,0.0008,m
75,2004,0.0006,m
76,2004,0.0006,m
77,2004,0.0006,m
78,2004,0.0006,m
79,2004,0.0004,m
80,2004,0.000476,m
81,2004,0.000458,m
82,2004,0.00044,m
83,2004,0.000426,m
84,2004,0.000416,m
85,2004,0.000412,m
86,2004,0.000416,m
87,2004,0.000426,m
88,2004,0.000442,m
89,2004,0.000474,m
90,2004,0.000582,m
10,2005,0,m
11,2005,0.00000048,m
12,2005,0.00000918,m
13,2005,0.0000866,m
14,2005,0.0006,m
15,2005,0.002,m
16,2005,0.0056,m
17,2005,0.011,m
18,2005,0.0206,m
19,2005,0.026,m
20,2005,0.0308,m
21,2005,0.0342,m
22,2005,0.0368,m
23,2005,0.0386,m
24,2005,0.04,m
25,2005,0.0406,m
26,2005,0.0404,m
27,2005,0.0398,m
28,2005,0.0388,m
29,2005,0.0382,m
30,2005,0.0364,m
31,2005,0.035,m
32,2005,0.0338,m
33,2005,0.0324,m
34,2005,0.031,m
35,2005,0.0296,m
36,2005,0.0284,m
37,2005,0.027,m
38,2005,0.0256,m
39,2005,0.0242,m
40,2005,0.0232,m
41,2005,0.022,m
42,2005,0.021,m
43,2005,0.02,m
44,2005,0.019,m
45,2005,0.018,m
46,2005,0.0172,m
47,2005,0.0162,m
48,2005,0.0154,m
49,2005,0.0146,m
50,2005,0.0138,m
51,2005,0.0128,m
52,2005,0.012,m
53,2005,0.0112,m
54,2005,0.0104,m
55,2005,0.0096,m
56,2005,0.0088,m
57,2005,0.008,m
58,2005,0.0072,m
59,2005,0.0064,m
60,2005,0.0058,m
61,2005,0.0052,m
62,2005,0.0044,m
63,2005,0.0038,m
64,2005,0.0032,m
65,2005,0.0028,m
66,2005,0.0024,m
67,2005,0.002,m
68,2005,0.0018,m
69,2005,0.0016,m
70,2005,0.0014,m
71,2005,0.0012,m
72,2005,0.001,m
73,2005,0.0008,m
74,2005,0.0008,m
75,2005,0.0006,m
76,2005,0.0006,m
77,2005,0.0006,m
78,2005,0.0004,m
79,2005,0.0004,m
80,2005,0.000446,m
81,2005,0.00043,m
82,2005,0.000414,m
83,2005,0.0004,m
84,2005,0.000388,m
85,2005,0.000382,m
86,2005,0.000382,m
87,2005,0.000392,m
88,2005,0.00041,m
89,2005,0.00044,m
90,2005,0.000562,m
10,2006,0,m
11,2006,0.00000048,m
12,2006,0.00000886,m
13,2006,0.0000824,m
14,2006,0.0004,m
15,2006,0.0018,m
16,2006,0.0052,m
17,2006,0.0102,m
18,2006,0.019,m
19,2006,0.0242,m
20,2006,0.0286,m
21,2006,0.0324,m
22,2006,0.035,m
23,2006,0.037,m
24,2006,0.0384,m
25,2006,0.0392,m
26,2006,0.0392,m
27,2006,0.0388,m
28,2006,0.0378,m
29,2006,0.0372,m
30,2006,0.0354,m
31,2006,0.0338,m
32,2006,0.0324,m
33,2006,0.0312,m
34,2006,0.0298,m
35,2006,0.0286,m
36,2006,0.0274,m
37,2006,0.026,m
38,2006,0.0248,m
39,2006,0.0236,m
40,2006,0.0224,m
41,2006,0.0214,m
42,2006,0.0204,m
43,2006,0.0194,m
44,2006,0.0186,m
45,2006,0.0176,m
46,2006,0.0168,m
47,2006,0.016,m
48,2006,0.0152,m
49,2006,0.0144,m
50,2006,0.0136,m
51,2006,0.0128,m
52,2006,0.012,m
53,2006,0.0112,m
54,2006,0.0104,m
55,2006,0.0096,m
56,2006,0.0088,m
57,2006,0.008,m
58,2006,0.0074,m
59,2006,0.0066,m
60,2006,0.006,m
61,2006,0.0054,m
62,2006,0.0048,m
63,2006,0.0042,m
64,2006,0.0036,m
65,2006,0.003,m
66,2006,0.0026,m
67,2006,0.0022,m
68,2006,0.0018,m
69,2006,0.0016,m
70,2006,0.0014,m
71,2006,0.0012,m
72,2006,0.001,m
73,2006,0.001,m
74,2006,0.0008,m
75,2006,0.0006,m
76,2006,0.0006,m
77,2006,0.0006,m
78,2006,0.0004,m
79,2006,0.0004,m
80,2006,0.00042,m
81,2006,0.0004,m
82,2006,0.000386,m
83,2006,0.000372,m
84,2006,0.00036,m
85,2006,0.000352,m
86,2006,0.00035,m
87,2006,0.000356,m
88,2006,0.000374,m
89,2006,0.000404,m
90,2006,0.000524,m
10,2007,0,m
11,2007,0.00000048,m
12,2007,0.00000874,m
13,2007,0.0000802,m
14,2007,0.0004,m
15,2007,0.0018,m
16,2007,0.0048,m
17,2007,0.0096,m
18,2007,0.0178,m
19,2007,0.0228,m
20,2007,0.027,m
21,2007,0.0304,m
22,2007,0.0336,m
23,2007,0.0356,m
24,2007,0.037,m
25,2007,0.0378,m
26,2007,0.038,m
27,2007,0.0376,m
28,2007,0.0368,m
29,2007,0.0362,m
30,2007,0.0344,m
31,2007,0.0328,m
32,2007,0.0314,m
33,2007,0.03,m
34,2007,0.0286,m
35,2007,0.0274,m
36,2007,0.0262,m
37,2007,0.025,m
38,2007,0.0238,m
39,2007,0.0228,m
40,2007,0.0218,m
41,2007,0.0206,m
42,2007,0.0198,m
43,2007,0.0188,m
44,2007,0.018,m
45,2007,0.0172,m
46,2007,0.0164,m
47,2007,0.0156,m
48,2007,0.0148,m
49,2007,0.014,m
50,2007,0.0134,m
51,2007,0.0126,m
52,2007,0.0118,m
53,2007,0.0112,m
54,2007,0.0104,m
55,2007,0.0096,m
56,2007,0.009,m
57,2007,0.0082,m
58,2007,0.0074,m
59,2007,0.0068,m
60,2007,0.0062,m
61,2007,0.0056,m
62,2007,0.005,m
63,2007,0.0044,m
64,2007,0.0038,m
65,2007,0.0032,m
66,2007,0.0028,m
67,2007,0.0024,m
68,2007,0.002,m
69,2007,0.0018,m
70,2007,0.0014,m
71,2007,0.0012,m
72,2007,0.0012,m
73,2007,0.001,m
74,2007,0.0008,m
75,2007,0.0008,m
76,2007,0.0006,m
77,2007,0.0006,m
78,2007,0.0004,m
79,2007,0.0004,m
80,2007,0.0004,m
81,2007,0.000376,m
82,2007,0.000358,m
83,2007,0.000344,m
84,2007,0.000332,m
85,2007,0.000324,m
86,2007,0.00032,m
87,2007,0.000324,m
88,2007,0.000338,m
89,2007,0.000366,m
90,2007,0.00048,m
10,2008,0,m
11,2008,0.00000048,m
12,2008,0.00000872,m
13,2008,0.000079,m
14,2008,0.0004,m
15,2008,0.0018,m
16,2008,0.0046,m
17,2008,0.0092,m
18,2008,0.017,m
19,2008,0.0216,m
20,2008,0.0256,m
21,2008,0.029,m
22,2008,0.0318,m
23,2008,0.0342,m
24,2008,0.0356,m
25,2008,0.0364,m
26,2008,0.0368,m
27,2008,0.0366,m
28,2008,0.036,m
29,2008,0.0354,m
30,2008,0.0336,m
31,2008,0.032,m
32,2008,0.0304,m
33,2008,0.0288,m
34,2008,0.0274,m
35,2008,0.0262,m
36,2008,0.025,m
37,2008,0.0238,m
38,2008,0.0228,m
39,2008,0.0218,m
40,2008,0.0208,m
41,2008,0.0198,m
42,2008,0.019,m
43,2008,0.0182,m
44,2008,0.0174,m
45,2008,0.0166,m
46,2008,0.0158,m
47,2008,0.015,m
48,2008,0.0144,m
49,2008,0.0136,m
50,2008,0.013,m
51,2008,0.0122,m
52,2008,0.0116,m
53,2008,0.011,m
54,2008,0.0102,m
55,2008,0.0096,m
56,2008,0.009,m
57,2008,0.0082,m
58,2008,0.0076,m
59,2008,0.007,m
60,2008,0.0064,m
61,2008,0.0058,m
62,2008,0.0052,m
63,2008,0.0046,m
64,2008,0.004,m
65,2008,0.0034,m
66,2008,0.003,m
67,2008,0.0026,m
68,2008,0.0022,m
69,2008,0.0018,m
70,2008,0.0016,m
71,2008,0.0014,m
72,2008,0.0012,m
73,2008,0.001,m
74,2008,0.0008,m
75,2008,0.0008,m
76,2008,0.0006,m
77,2008,0.0006,m
78,2008,0.0004,m
79,2008,0.0004,m
80,2008,0.000388,m
81,2008,0.000358,m
82,2008,0.000336,m
83,2008,0.00032,m
84,2008,0.000308,m
85,2008,0.000298,m
86,2008,0.000292,m
87,2008,0.000292,m
88,2008,0.000304,m
89,2008,0.000326,m
90,2008,0.000426,m
10,2009,0,m
11,2009,0.00000048,m
12,2009,0.00000878,m
13,2009,0.0000786,m
14,2009,0.0004,m
15,2009,0.0016,m
16,2009,0.0044,m
17,2009,0.0088,m
18,2009,0.0162,m
19,2009,0.0206,m
20,2009,0.0242,m
21,2009,0.0276,m
22,2009,0.0304,m
23,2009,0.0324,m
24,2009,0.0342,m
25,2009,0.035,m
26,2009,0.0354,m
27,2009,0.0352,m
28,2009,0.0346,m
29,2009,0.0342,m
30,2009,0.0326,m
31,2009,0.031,m
32,2009,0.0294,m
33,2009,0.0278,m
34,2009,0.0262,m
35,2009,0.025,m
36,2009,0.0238,m
37,2009,0.0226,m
38,2009,0.0216,m
39,2009,0.0208,m
40,2009,0.0198,m
41,2009,0.019,m
42,2009,0.0182,m
43,2009,0.0174,m
44,2009,0.0166,m
45,2009,0.0158,m
46,2009,0.0152,m
47,2009,0.0144,m
48,2009,0.0138,m
49,2009,0.0132,m
50,2009,0.0126,m
51,2009,0.012,m
52,2009,0.0112,m
53,2009,0.0106,m
54,2009,0.01,m
55,2009,0.0094,m
56,2009,0.0088,m
57,2009,0.0082,m
58,2009,0.0076,m
59,2009,0.007,m
60,2009,0.0064,m
61,2009,0.0058,m
62,2009,0.0052,m
63,2009,0.0048,m
64,2009,0.0042,m
65,2009,0.0038,m
66,2009,0.0032,m
67,2009,0.0028,m
68,2009,0.0024,m
69,2009,0.002,m
70,2009,0.0016,m
71,2009,0.0014,m
72,2009,0.0012,m
73,2009,0.001,m
74,2009,0.001,m
75,2009,0.0008,m
76,2009,0.0006,m
77,2009,0.0006,m
78,2009,0.0004,m
79,2009,0.0004,m
80,2009,0.000384,m
81,2009,0.000348,m
82,2009,0.000322,m
83,2009,0.000302,m
84,2009,0.000286,m
85,2009,0.000276,m
86,2009,0.000268,m
87,2009,0.000266,m
88,2009,0.000274,m
89,2009,0.000292,m
90,2009,0.000366,m
10,2010,0,m
11,2010,0.00000048,m
12,2010,0.0000087,m
13,2010,0.0000774,m
14,2010,0.0004,m
15,2010,0.0016,m
16,2010,0.0044,m
17,2010,0.0084,m
18,2010,0.0154,m
19,2010,0.0194,m
20,2010,0.023,m
21,2010,0.026,m
22,2010,0.0286,m
23,2010,0.0308,m
24,2010,0.0322,m
25,2010,0.0334,m
26,2010,0.0338,m
27,2010,0.0338,m
28,2010,0.0334,m
29,2010,0.033,m
30,2010,0.0316,m
31,2010,0.0302,m
32,2010,0.0286,m
33,2010,0.027,m
34,2010,0.0254,m
35,2010,0.024,m
36,2010,0.0228,m
37,2010,0.0218,m
38,2010,0.0208,m
39,2010,0.0198,m
40,2010,0.019,m
41,2010,0.0182,m
42,2010,0.0174,m
43,2010,0.0168,m
44,2010,0.016,m
45,2010,0.0152,m
46,2010,0.0146,m
47,2010,0.014,m
48,2010,0.0134,m
49,2010,0.0128,m
50,2010,0.0122,m
51,2010,0.0116,m
52,2010,0.011,m
53,2010,0.0104,m
54,2010,0.0098,m
55,2010,0.0094,m
56,2010,0.0088,m
57,2010,0.0082,m
58,2010,0.0076,m
59,2010,0.007,m
60,2010,0.0064,m
61,2010,0.006,m
62,2010,0.0054,m
63,2010,0.0048,m
64,2010,0.0044,m
65,2010,0.004,m
66,2010,0.0034,m
67,2010,0.003,m
68,2010,0.0026,m
69,2010,0.0022,m
70,2010,0.0018,m
71,2010,0.0016,m
72,2010,0.0014,m
73,2010,0.0012,m
74,2010,0.001,m
75,2010,0.0008,m
76,2010,0.0008,m
77,2010,0.0006,m
78,2010,0.0006,m
79,2010,0.0004,m
80,2010,0.0004,m
81,2010,0.00035,m
82,2010,0.000316,m
83,2010,0.000292,m
84,2010,0.000274,m
85,2010,0.00026,m
86,2010,0.00025,m
87,2010,0.000246,m
88,2010,0.00025,m
89,2010,0.000262,m
90,2010,0.000312,m
10,2011,0,m
11,2011,0.00000048,m
12,2011,0.00000858,m
13,2011,0.0000758,m
14,2011,0.0004,m
15,2011,0.0016,m
16,2011,0.0042,m
17,2011,0.008,m
18,2011,0.0146,m
19,2011,0.0184,m
20,2011,0.0214,m
21,2011,0.0244,m
22,2011,0.0268,m
23,2011,0.0286,m
24,2011,0.0302,m
25,2011,0.031,m
26,2011,0.0318,m
27,2011,0.032,m
28,2011,0.0316,m
29,2011,0.0314,m
30,2011,0.03,m
31,2011,0.0288,m
32,2011,0.0274,m
33,2011,0.0258,m
34,2011,0.0244,m
35,2011,0.023,m
36,2011,0.0218,m
37,2011,0.0206,m
38,2011,0.0196,m
39,2011,0.0188,m
40,2011,0.018,m
41,2011,0.0172,m
42,2011,0.0166,m
43,2011,0.0158,m
44,2011,0.0152,m
45,2011,0.0146,m
46,2011,0.014,m
47,2011,0.0134,m
48,2011,0.0128,m
49,2011,0.0122,m
50,2011,0.0116,m
51,2011,0.0112,m
52,2011,0.0106,m
53,2011,0.01,m
54,2011,0.0096,m
55,2011,0.009,m
56,2011,0.0086,m
57,2011,0.008,m
58,2011,0.0076,m
59,2011,0.007,m
60,2011,0.0064,m
61,2011,0.006,m
62,2011,0.0054,m
63,2011,0.005,m
64,2011,0.0046,m
65,2011,0.004,m
66,2011,0.0036,m
67,2011,0.0032,m
68,2011,0.0028,m
69,2011,0.0024,m
70,2011,0.002,m
71,2011,0.0016,m
72,2011,0.0014,m
73,2011,0.0012,m
74,2011,0.001,m
75,2011,0.001,m
76,2011,0.0008,m
77,2011,0.0006,m
78,2011,0.0006,m
79,2011,0.0004,m
80,2011,0.0004,m
81,2011,0.000362,m
82,2011,0.00032,m
83,2011,0.000288,m
84,2011,0.000266,m
85,2011,0.000248,m
86,2011,0.000236,m
87,2011,0.00023,m
88,2011,0.00023,m
89,2011,0.000238,m
90,2011,0.000266,m
10,2012,0,m
11,2012,0.00000046,m
12,2012,0.00000832,m
13,2012,0.0000728,m
14,2012,0.0004,m
15,2012,0.0014,m
16,2012,0.004,m
17,2012,0.0076,m
18,2012,0.0136,m
19,2012,0.017,m
20,2012,0.0198,m
21,2012,0.0224,m
22,2012,0.0246,m
23,2012,0.0262,m
24,2012,0.0276,m
25,2012,0.0284,m
26,2012,0.029,m
27,2012,0.0294,m
28,2012,0.0292,m
29,2012,0.029,m
30,2012,0.0278,m
31,2012,0.0268,m
32,2012,0.0254,m
33,2012,0.0242,m
34,2012,0.0228,m
35,2012,0.0214,m
36,2012,0.0202,m
37,2012,0.019,m
38,2012,0.0182,m
39,2012,0.0172,m
40,2012,0.0166,m
41,2012,0.0158,m
42,2012,0.0152,m
43,2012,0.0146,m
44,2012,0.014,m
45,2012,0.0134,m
46,2012,0.0128,m
47,2012,0.0124,m
48,2012,0.0118,m
49,2012,0.0112,m
50,2012,0.0108,m
51,2012,0.0104,m
52,2012,0.01,m
53,2012,0.0094,m
54,2012,0.009,m
55,2012,0.0086,m
56,2012,0.0082,m
57,2012,0.0078,m
58,2012,0.0072,m
59,2012,0.0068,m
60,2012,0.0064,m
61,2012,0.0058,m
62,2012,0.0054,m
63,2012,0.005,m
64,2012,0.0046,m
65,2012,0.0042,m
66,2012,0.0036,m
67,2012,0.0032,m
68,2012,0.0028,m
69,2012,0.0026,m
70,2012,0.0022,m
71,2012,0.0018,m
72,2012,0.0016,m
73,2012,0.0014,m
74,2012,0.0012,m
75,2012,0.001,m
76,2012,0.0008,m
77,2012,0.0008,m
78,2012,0.0006,m
79,2012,0.0006,m
80,2012,0.0004,m
81,2012,0.000382,m
82,2012,0.00033,m
83,2012,0.000292,m
84,2012,0.000262,m
85,2012,0.00024,m
86,2012,0.000226,m
87,2012,0.000216,m
88,2012,0.000212,m
89,2012,0.000216,m
90,2012,0.00023,m
10,2013,0,m
11,2013,0.00000046,m
12,2013,0.00000806,m
13,2013,0.0000696,m
14,2013,0.0004,m
15,2013,0.0014,m
16,2013,0.0036,m
17,2013,0.007,m
18,2013,0.0126,m
19,2013,0.0158,m
20,2013,0.0182,m
21,2013,0.0206,m
22,2013,0.0226,m
23,2013,0.0242,m
24,2013,0.0254,m
25,2013,0.026,m
26,2013,0.0268,m
27,2013,0.027,m
28,2013,0.027,m
29,2013,0.0268,m
30,2013,0.0258,m
31,2013,0.0248,m
32,2013,0.0236,m
33,2013,0.0224,m
34,2013,0.0212,m
35,2013,0.02,m
36,2013,0.0188,m
37,2013,0.0176,m
38,2013,0.0168,m
39,2013,0.0158,m
40,2013,0.0152,m
41,2013,0.0146,m
42,2013,0.014,m
43,2013,0.0134,m
44,2013,0.0128,m
45,2013,0.0124,m
46,2013,0.0118,m
47,2013,0.0114,m
48,2013,0.0108,m
49,2013,0.0104,m
50,2013,0.01,m
51,2013,0.0096,m
52,2013,0.0092,m
53,2013,0.0088,m
54,2013,0.0084,m
55,2013,0.0082,m
56,2013,0.0078,m
57,2013,0.0074,m
58,2013,0.007,m
59,2013,0.0066,m
60,2013,0.0062,m
61,2013,0.0058,m
62,2013,0.0054,m
63,2013,0.005,m
64,2013,0.0046,m
65,2013,0.0042,m
66,2013,0.0038,m
67,2013,0.0034,m
68,2013,0.003,m
69,2013,0.0026,m
70,2013,0.0022,m
71,2013,0.002,m
72,2013,0.0016,m
73,2013,0.0014,m
74,2013,0.0012,m
75,2013,0.001,m
76,2013,0.001,m
77,2013,0.0008,m
78,2013,0.0006,m
79,2013,0.0006,m
