Age,Year,Incidence,Sex
80,2013,0.0004,m
81,2013,0.000412,m
82,2013,0.00035,m
83,2013,0.000302,m
84,2013,0.000266,m
85,2013,0.00024,m
86,2013,0.00022,m
87,2013,0.000208,m
88,2013,0.000202,m
89,2013,0.000202,m
90,2013,0.000208,m
10,2014,0,m
11,2014,0.00000046,m
12,2014,0.00000788,m
13,2014,0.000067,m
14,2014,0.0004,m
15,2014,0.0014,m
16,2014,0.0034,m
17,2014,0.0064,m
18,2014,0.0118,m
19,2014,0.0146,m
20,2014,0.0168,m
21,2014,0.0188,m
22,2014,0.0208,m
23,2014,0.0222,m
24,2014,0.0232,m
25,2014,0.0238,m
26,2014,0.0244,m
27,2014,0.0248,m
28,2014,0.0246,m
29,2014,0.0248,m
30,2014,0.0238,m
31,2014,0.023,m
32,2014,0.0218,m
33,2014,0.0208,m
34,2014,0.0196,m
35,2014,0.0184,m
36,2014,0.0174,m
37,2014,0.0162,m
38,2014,0.0154,m
39,2014,0.0146,m
40,2014,0.0138,m
41,2014,0.0132,m
42,2014,0.0126,m
43,2014,0.0122,m
44,2014,0.0118,m
45,2014,0.0112,m
46,2014,0.0108,m
47,2014,0.0104,m
48,2014,0.01,m
49,2014,0.0096,m
50,2014,0.0092,m
51,2014,0.0088,m
52,2014,0.0086,m
53,2014,0.0082,m
54,2014,0.0078,m
55,2014,0.0076,m
56,2014,0.0072,m
57,2014,0.0068,m
58,2014,0.0066,m
59,2014,0.0062,m
60,2014,0.0058,m
61,2014,0.0054,m
62,2014,0.0052,m
63,2014,0.0048,m
64,2014,0.0044,m
65,2014,0.004,m
66,2014,0.0038,m
67,2014,0.0034,m
68,2014,0.003,m
69,2014,0.0028,m
70,2014,0.0024,m
71,2014,0.002,m
72,2014,0.0018,m
73,2014,0.0016,m
74,2014,0.0012,m
75,2014,0.0012,m
76,2014,0.001,m
77,2014,0.0008,m
78,2014,0.0008,m
79,2014,0.0006,m
80,2014,0.0006,m
81,2014,0.0004,m
82,2014,0.000376,m
83,2014,0.00032,m
84,2014,0.000276,m
85,2014,0.000242,m
86,2014,0.000216,m
87,2014,0.0002,m
88,2014,0.0001916,m
89,2014,0.0001898,m
90,2014,0.0001906,m
10,2015,0,m
11,2015,0.00000046,m
12,2015,0.00000786,m
13,2015,0.0000648,m
14,2015,0.0004,m
15,2015,0.0012,m
16,2015,0.0032,m
17,2015,0.006,m
18,2015,0.0104,m
19,2015,0.0134,m
20,2015,0.0152,m
21,2015,0.0172,m
22,2015,0.0186,m
23,2015,0.02,m
24,2015,0.021,m
25,2015,0.0216,m
26,2015,0.0222,m
27,2015,0.0226,m
28,2015,0.0226,m
29,2015,0.0228,m
30,2015,0.0222,m
31,2015,0.0214,m
32,2015,0.0206,m
33,2015,0.0196,m
34,2015,0.0186,m
35,2015,0.0176,m
36,2015,0.0166,m
37,2015,0.0156,m
38,2015,0.0146,m
39,2015,0.0138,m
40,2015,0.0132,m
41,2015,0.0126,m
42,2015,0.012,m
43,2015,0.0116,m
44,2015,0.0112,m
45,2015,0.0106,m
46,2015,0.0102,m
47,2015,0.0098,m
48,2015,0.0094,m
49,2015,0.009,m
50,2015,0.0088,m
51,2015,0.0084,m
52,2015,0.0082,m
53,2015,0.008,m
54,2015,0.0076,m
55,2015,0.0074,m
56,2015,0.007,m
57,2015,0.0068,m
58,2015,0.0064,m
59,2015,0.0062,m
60,2015,0.0058,m
61,2015,0.0056,m
62,2015,0.0052,m
63,2015,0.0048,m
64,2015,0.0046,m
65,2015,0.0042,m
66,2015,0.0038,m
67,2015,0.0036,m
68,2015,0.0032,m
69,2015,0.0028,m
70,2015,0.0026,m
71,2015,0.0022,m
72,2015,0.002,m
73,2015,0.0018,m
74,2015,0.0014,m
75,2015,0.0012,m
76,2015,0.001,m
77,2015,0.001,m
78,2015,0.0008,m
79,2015,0.0006,m
80,2015,0.0006,m
81,2015,0.0006,m
82,2015,0.000432,m
83,2015,0.000364,m
84,2015,0.000308,m
85,2015,0.000264,m
86,2015,0.000232,m
87,2015,0.000208,m
88,2015,0.0001952,m
89,2015,0.0001902,m
90,2015,0.0001862,m
10,2016,0,m
11,2016,0.00000046,m
12,2016,0.0000076,m
13,2016,0.0000632,m
14,2016,0.000326,m
15,2016,0.0012,m
16,2016,0.0028,m
17,2016,0.0054,m
18,2016,0.0094,m
19,2016,0.0114,m
20,2016,0.0134,m
21,2016,0.015,m
22,2016,0.0162,m
23,2016,0.0172,m
24,2016,0.018,m
25,2016,0.0186,m
26,2016,0.0192,m
27,2016,0.0196,m
28,2016,0.0198,m
29,2016,0.02,m
30,2016,0.0196,m
31,2016,0.0192,m
32,2016,0.0186,m
33,2016,0.0178,m
34,2016,0.017,m
35,2016,0.016,m
36,2016,0.0152,m
37,2016,0.0144,m
38,2016,0.0136,m
39,2016,0.0128,m
40,2016,0.0122,m
41,2016,0.0116,m
42,2016,0.011,m
43,2016,0.0106,m
44,2016,0.0102,m
45,2016,0.0098,m
46,2016,0.0096,m
47,2016,0.0092,m
48,2016,0.0088,m
49,2016,0.0084,m
50,2016,0.0082,m
51,2016,0.008,m
52,2016,0.0076,m
53,2016,0.0074,m
54,2016,0.0072,m
55,2016,0.007,m
56,2016,0.0068,m
57,2016,0.0064,m
58,2016,0.0062,m
59,2016,0.006,m
60,2016,0.0056,m
61,2016,0.0054,m
62,2016,0.005,m
63,2016,0.0048,m
64,2016,0.0046,m
65,2016,0.0042,m
66,2016,0.004,m
67,2016,0.0036,m
68,2016,0.0032,m
69,2016,0.003,m
70,2016,0.0028,m
71,2016,0.0024,m
72,2016,0.0022,m
73,2016,0.0018,m
74,2016,0.0016,m
75,2016,0.0014,m
76,2016,0.0012,m
77,2016,0.001,m
78,2016,0.0008,m
79,2016,0.0008,m
80,2016,0.0006,m
81,2016,0.0006,m
82,2016,0.0004,m
83,2016,0.00041,m
84,2016,0.000346,m
85,2016,0.000292,m
86,2016,0.00025,m
87,2016,0.00022,m
88,2016,0.000202,m
89,2016,0.0001914,m
90,2016,0.000182,m
10,2017,0,m
11,2017,0.00000044,m
12,2017,0.0000074,m
13,2017,0.0000602,m
14,2017,0.000312,m
15,2017,0.001,m
16,2017,0.0026,m
17,2017,0.0048,m
18,2017,0.0084,m
19,2017,0.01,m
20,2017,0.011,m
21,2017,0.0126,m
22,2017,0.0136,m
23,2017,0.0144,m
24,2017,0.015,m
25,2017,0.0154,m
26,2017,0.016,m
27,2017,0.0164,m
28,2017,0.0166,m
29,2017,0.0168,m
30,2017,0.0166,m
31,2017,0.0164,m
32,2017,0.016,m
33,2017,0.0156,m
34,2017,0.0148,m
35,2017,0.0142,m
36,2017,0.0134,m
37,2017,0.0128,m
38,2017,0.012,m
39,2017,0.0114,m
40,2017,0.0108,m
41,2017,0.0102,m
42,2017,0.0098,m
43,2017,0.0094,m
44,2017,0.009,m
45,2017,0.0088,m
46,2017,0.0084,m
47,2017,0.0082,m
48,2017,0.008,m
49,2017,0.0076,m
50,2017,0.0074,m
51,2017,0.0072,m
52,2017,0.007,m
53,2017,0.0068,m
54,2017,0.0066,m
55,2017,0.0064,m
56,2017,0.0062,m
57,2017,0.006,m
58,2017,0.0058,m
59,2017,0.0056,m
60,2017,0.0052,m
61,2017,0.005,m
62,2017,0.0048,m
63,2017,0.0046,m
64,2017,0.0044,m
65,2017,0.004,m
66,2017,0.0038,m
67,2017,0.0036,m
68,2017,0.0032,m
69,2017,0.003,m
70,2017,0.0028,m
71,2017,0.0024,m
72,2017,0.0022,m
73,2017,0.002,m
74,2017,0.0018,m
75,2017,0.0014,m
76,2017,0.0012,m
77,2017,0.001,m
78,2017,0.001,m
79,2017,0.0008,m
80,2017,0.0008,m
81,2017,0.0006,m
82,2017,0.0006,m
83,2017,0.000452,m
84,2017,0.000382,m
85,2017,0.000322,m
86,2017,0.000272,m
87,2017,0.000234,m
88,2017,0.000208,m
89,2017,0.0001926,m
90,2017,0.0001756,m
10,2018,0,m
11,2018,0.00000042,m
12,2018,0.0000071,m
13,2018,0.000058,m
14,2018,0.000296,m
15,2018,0.001,m
16,2018,0.0024,m
17,2018,0.0044,m
18,2018,0.0074,m
19,2018,0.0088,m
20,2018,0.0098,m
21,2018,0.0106,m
22,2018,0.0116,m
23,2018,0.0122,m
24,2018,0.0128,m
25,2018,0.013,m
26,2018,0.0136,m
27,2018,0.014,m
28,2018,0.0142,m
29,2018,0.0146,m
30,2018,0.0146,m
31,2018,0.0144,m
32,2018,0.0142,m
33,2018,0.014,m
34,2018,0.0134,m
35,2018,0.0128,m
36,2018,0.0122,m
37,2018,0.0116,m
38,2018,0.0112,m
39,2018,0.0106,m
40,2018,0.01,m
41,2018,0.0096,m
42,2018,0.0092,m
43,2018,0.0088,m
44,2018,0.0084,m
45,2018,0.0082,m
46,2018,0.008,m
47,2018,0.0076,m
48,2018,0.0074,m
49,2018,0.0072,m
50,2018,0.007,m
51,2018,0.0068,m
52,2018,0.0066,m
53,2018,0.0064,m
54,2018,0.0062,m
55,2018,0.006,m
56,2018,0.006,m
57,2018,0.0058,m
58,2018,0.0056,m
59,2018,0.0054,m
60,2018,0.0052,m
61,2018,0.005,m
62,2018,0.0048,m
63,2018,0.0046,m
64,2018,0.0044,m
65,2018,0.004,m
66,2018,0.0038,m
67,2018,0.0036,m
68,2018,0.0034,m
69,2018,0.003,m
70,2018,0.0028,m
71,2018,0.0026,m
72,2018,0.0024,m
73,2018,0.0022,m
74,2018,0.002,m
75,2018,0.0016,m
76,2018,0.0014,m
77,2018,0.0012,m
78,2018,0.001,m
79,2018,0.001,m
80,2018,0.0008,m
81,2018,0.0006,m
82,2018,0.0006,m
83,2018,0.0006,m
84,2018,0.000438,m
85,2018,0.00037,m
86,2018,0.00031,m
87,2018,0.000264,m
88,2018,0.00023,m
89,2018,0.000206,m
90,2018,0.0001772,m
10,2019,0,m
11,2019,0.00000038,m
12,2019,0.00000646,m
13,2019,0.0000544,m
14,2019,0.000278,m
15,2019,0.001,m
16,2019,0.0022,m
17,2019,0.004,m
18,2019,0.0066,m
19,2019,0.0078,m
20,2019,0.0086,m
21,2019,0.0094,m
22,2019,0.0098,m
23,2019,0.0104,m
24,2019,0.0108,m
25,2019,0.011,m
26,2019,0.0114,m
27,2019,0.0118,m
28,2019,0.0122,m
29,2019,0.0126,m
30,2019,0.0126,m
31,2019,0.0126,m
32,2019,0.0126,m
33,2019,0.0122,m
34,2019,0.012,m
35,2019,0.0116,m
36,2019,0.011,m
37,2019,0.0106,m
38,2019,0.01,m
39,2019,0.0096,m
40,2019,0.0092,m
41,2019,0.0088,m
42,2019,0.0084,m
43,2019,0.008,m
44,2019,0.0078,m
45,2019,0.0074,m
46,2019,0.0072,m
47,2019,0.007,m
48,2019,0.0068,m
49,2019,0.0066,m
50,2019,0.0064,m
51,2019,0.0062,m
52,2019,0.0062,m
53,2019,0.006,m
54,2019,0.0058,m
55,2019,0.0056,m
56,2019,0.0056,m
57,2019,0.0054,m
58,2019,0.0052,m
59,2019,0.005,m
60,2019,0.0048,m
61,2019,0.0048,m
62,2019,0.0046,m
63,2019,0.0044,m
64,2019,0.0042,m
65,2019,0.004,m
66,2019,0.0038,m
67,2019,0.0036,m
68,2019,0.0034,m
69,2019,0.0032,m
70,2019,0.0028,m
71,2019,0.0026,m
72,2019,0.0024,m
73,2019,0.0022,m
74,2019,0.002,m
75,2019,0.0018,m
76,2019,0.0016,m
77,2019,0.0014,m
78,2019,0.0012,m
79,2019,0.001,m
80,2019,0.0008,m
81,2019,0.0008,m
82,2019,0.0006,m
83,2019,0.0006,m
84,2019,0.000488,m
85,2019,0.000418,m
86,2019,0.000352,m
87,2019,0.000298,m
88,2019,0.000256,m
89,2019,0.000226,m
90,2019,0.000179,m
10,2020,0,m
11,2020,0.00000034,m
12,2020,0.00000616,m
13,2020,0.0000516,m
14,2020,0.00027,m
15,2020,0.001,m
16,2020,0.0022,m
17,2020,0.0038,m
18,2020,0.0062,m
19,2020,0.0072,m
20,2020,0.008,m
21,2020,0.0086,m
22,2020,0.009,m
23,2020,0.0092,m
24,2020,0.0096,m
25,2020,0.01,m
26,2020,0.0104,m
27,2020,0.0106,m
28,2020,0.011,m
29,2020,0.0114,m
30,2020,0.0116,m
31,2020,0.0116,m
32,2020,0.0116,m
33,2020,0.0114,m
34,2020,0.0112,m
35,2020,0.011,m
36,2020,0.0106,m
37,2020,0.0102,m
38,2020,0.0096,m
39,2020,0.0092,m
40,2020,0.0088,m
41,2020,0.0084,m
42,2020,0.0082,m
43,2020,0.0078,m
44,2020,0.0074,m
45,2020,0.0072,m
46,2020,0.007,m
47,2020,0.0068,m
48,2020,0.0066,m
49,2020,0.0064,m
50,2020,0.0062,m
51,2020,0.006,m
52,2020,0.006,m
53,2020,0.0058,m
54,2020,0.0056,m
55,2020,0.0056,m
56,2020,0.0054,m
57,2020,0.0054,m
58,2020,0.0052,m
59,2020,0.005,m
60,2020,0.0048,m
61,2020,0.0048,m
62,2020,0.0046,m
63,2020,0.0044,m
64,2020,0.0042,m
65,2020,0.004,m
66,2020,0.0038,m
67,2020,0.0036,m
68,2020,0.0034,m
69,2020,0.0032,m
70,2020,0.003,m
71,2020,0.0028,m
72,2020,0.0026,m
73,2020,0.0024,m
74,2020,0.0022,m
75,2020,0.002,m
76,2020,0.0018,m
77,2020,0.0016,m
78,2020,0.0014,m
79,2020,0.0012,m
80,2020,0.001,m
81,2020,0.0008,m
82,2020,0.0008,m
83,2020,0.0006,m
84,2020,0.0006,m
85,2020,0.000488,m
86,2020,0.000418,m
87,2020,0.000354,m
88,2020,0.000302,m
89,2020,0.000262,m
90,2020,0.0001936,m
10,2021,0,m
11,2021,0.0000003,m
12,2021,0.00000586,m
13,2021,0.00005,m
14,2021,0.00026,m
15,2021,0.0008,m
16,2021,0.0022,m
17,2021,0.0038,m
18,2021,0.0062,m
19,2021,0.007,m
20,2021,0.0076,m
21,2021,0.008,m
22,2021,0.0084,m
23,2021,0.0086,m
24,2021,0.0086,m
25,2021,0.009,m
26,2021,0.0094,m
27,2021,0.0096,m
28,2021,0.0098,m
29,2021,0.0102,m
30,2021,0.0104,m
31,2021,0.0106,m
32,2021,0.0106,m
33,2021,0.0104,m
34,2021,0.0102,m
35,2021,0.01,m
36,2021,0.0098,m
37,2021,0.0094,m
38,2021,0.009,m
39,2021,0.0086,m
40,2021,0.0082,m
41,2021,0.0078,m
42,2021,0.0076,m
43,2021,0.0072,m
44,2021,0.007,m
45,2021,0.0066,m
46,2021,0.0064,m
47,2021,0.0062,m
48,2021,0.006,m
49,2021,0.006,m
50,2021,0.0058,m
51,2021,0.0056,m
52,2021,0.0056,m
53,2021,0.0054,m
54,2021,0.0054,m
55,2021,0.0052,m
56,2021,0.0052,m
57,2021,0.005,m
58,2021,0.0048,m
59,2021,0.0048,m
60,2021,0.0046,m
61,2021,0.0046,m
62,2021,0.0044,m
63,2021,0.0042,m
64,2021,0.0042,m
65,2021,0.004,m
66,2021,0.0038,m
67,2021,0.0036,m
68,2021,0.0034,m
69,2021,0.0032,m
70,2021,0.0032,m
71,2021,0.003,m
72,2021,0.0028,m
73,2021,0.0026,m
74,2021,0.0024,m
75,2021,0.0022,m
76,2021,0.002,m
77,2021,0.0018,m
78,2021,0.0016,m
79,2021,0.0012,m
80,2021,0.0012,m
81,2021,0.001,m
82,2021,0.0008,m
83,2021,0.0008,m
84,2021,0.0006,m
85,2021,0.000546,m
86,2021,0.00047,m
87,2021,0.000402,m
88,2021,0.000342,m
89,2021,0.000292,m
90,2021,0.000204,m
10,2022,0,m
11,2022,0.00000026,m
12,2022,0.00000494,m
13,2022,0.0000452,m
14,2022,0.000242,m
15,2022,0.0008,m
16,2022,0.002,m
17,2022,0.0036,m
18,2022,0.006,m
19,2022,0.0068,m
20,2022,0.0072,m
21,2022,0.0076,m
22,2022,0.0076,m
23,2022,0.008,m
24,2022,0.008,m
25,2022,0.008,m
26,2022,0.0084,m
27,2022,0.0086,m
28,2022,0.0088,m
29,2022,0.0092,m
30,2022,0.0094,m
31,2022,0.0094,m
32,2022,0.0096,m
33,2022,0.0094,m
34,2022,0.0094,m
35,2022,0.0092,m
36,2022,0.0088,m
37,2022,0.0086,m
38,2022,0.0082,m
39,2022,0.0078,m
40,2022,0.0076,m
41,2022,0.0072,m
42,2022,0.007,m
43,2022,0.0066,m
44,2022,0.0064,m
45,2022,0.0062,m
46,2022,0.006,m
47,2022,0.0058,m
48,2022,0.0056,m
49,2022,0.0054,m
50,2022,0.0054,m
51,2022,0.0052,m
52,2022,0.0052,m
53,2022,0.005,m
54,2022,0.005,m
55,2022,0.005,m
56,2022,0.0048,m
57,2022,0.0048,m
58,2022,0.0046,m
59,2022,0.0046,m
60,2022,0.0044,m
61,2022,0.0044,m
62,2022,0.0042,m
63,2022,0.0042,m
64,2022,0.004,m
65,2022,0.0038,m
66,2022,0.0038,m
67,2022,0.0036,m
68,2022,0.0034,m
69,2022,0.0034,m
70,2022,0.0032,m
71,2022,0.003,m
72,2022,0.0028,m
73,2022,0.0026,m
74,2022,0.0024,m
75,2022,0.0022,m
76,2022,0.002,m
77,2022,0.0018,m
78,2022,0.0016,m
79,2022,0.0014,m
80,2022,0.0012,m
81,2022,0.001,m
82,2022,0.001,m
83,2022,0.0008,m
84,2022,0.0006,m
85,2022,0.0006,m
86,2022,0.000532,m
87,2022,0.00046,m
88,2022,0.000396,m
89,2022,0.00034,m
90,2022,0.000224,m
10,2023,0,m
11,2023,0.00000022,m
12,2023,0.00000404,m
13,2023,0.0000382,m
14,2023,0.000216,m
15,2023,0.0008,m
16,2023,0.0018,m
17,2023,0.0034,m
18,2023,0.0056,m
19,2023,0.0064,m
20,2023,0.007,m
21,2023,0.007,m
22,2023,0.0072,m
23,2023,0.0072,m
24,2023,0.0074,m
25,2023,0.0074,m
26,2023,0.0074,m
27,2023,0.0078,m
28,2023,0.008,m
29,2023,0.0082,m
30,2023,0.0082,m
31,2023,0.0084,m
32,2023,0.0086,m
33,2023,0.0086,m
34,2023,0.0084,m
35,2023,0.0082,m
36,2023,0.008,m
37,2023,0.0078,m
38,2023,0.0076,m
39,2023,0.0072,m
40,2023,0.007,m
41,2023,0.0066,m
42,2023,0.0064,m
43,2023,0.0062,m
44,2023,0.006,m
45,2023,0.0058,m
46,2023,0.0056,m
47,2023,0.0054,m
48,2023,0.0052,m
49,2023,0.005,m
50,2023,0.005,m
51,2023,0.005,m
52,2023,0.0048,m
53,2023,0.0048,m
54,2023,0.0046,m
55,2023,0.0046,m
56,2023,0.0046,m
57,2023,0.0044,m
58,2023,0.0044,m
59,2023,0.0044,m
60,2023,0.0042,m
61,2023,0.0042,m
62,2023,0.004,m
63,2023,0.004,m
64,2023,0.0038,m
65,2023,0.0038,m
66,2023,0.0036,m
67,2023,0.0036,m
68,2023,0.0034,m
69,2023,0.0032,m
70,2023,0.0032,m
71,2023,0.003,m
72,2023,0.0028,m
73,2023,0.0026,m
74,2023,0.0024,m
75,2023,0.0022,m
76,2023,0.0022,m
77,2023,0.002,m
78,2023,0.0018,m
79,2023,0.0016,m
80,2023,0.0014,m
81,2023,0.0012,m
82,2023,0.001,m
83,2023,0.0008,m
84,2023,0.0008,m
85,2023,0.0006,m
86,2023,0.0006,m
87,2023,0.000516,m
88,2023,0.00045,m
89,2023,0.000392,m
90,2023,0.000254,m
10,2024,0,m
11,2024,0.0000002,m
12,2024,0.00000362,m
13,2024,0.0000324,m
14,2024,0.0001878,m
15,2024,0.0006,m
16,2024,0.0018,m
17,2024,0.0032,m
18,2024,0.0054,m
19,2024,0.006,m
20,2024,0.0066,m
21,2024,0.0068,m
22,2024,0.0068,m
23,2024,0.0068,m
24,2024,0.0068,m
25,2024,0.0068,m
26,2024,0.007,m
27,2024,0.007,m
28,2024,0.0072,m
29,2024,0.0074,m
30,2024,0.0076,m
31,2024,0.0078,m
32,2024,0.0078,m
33,2024,0.0078,m
34,2024,0.0078,m
35,2024,0.0078,m
36,2024,0.0076,m
37,2024,0.0074,m
38,2024,0.0072,m
39,2024,0.007,m
40,2024,0.0066,m
41,2024,0.0064,m
42,2024,0.0062,m
43,2024,0.006,m
44,2024,0.0058,m
45,2024,0.0056,m
46,2024,0.0054,m
47,2024,0.0052,m
48,2024,0.005,m
49,2024,0.005,m
50,2024,0.0048,m
51,2024,0.0048,m
52,2024,0.0046,m
53,2024,0.0046,m
54,2024,0.0046,m
55,2024,0.0044,m
56,2024,0.0044,m
57,2024,0.0044,m
58,2024,0.0042,m
59,2024,0.0042,m
60,2024,0.0042,m
61,2024,0.004,m
62,2024,0.004,m
63,2024,0.004,m
64,2024,0.0038,m
65,2024,0.0038,m
66,2024,0.0036,m
67,2024,0.0036,m
68,2024,0.0034,m
69,2024,0.0034,m
70,2024,0.0032,m
71,2024,0.003,m
72,2024,0.003,m
73,2024,0.0028,m
74,2024,0.0026,m
75,2024,0.0024,m
76,2024,0.0022,m
77,2024,0.002,m
78,2024,0.002,m
79,2024,0.0018,m
80,2024,0.0016,m
81,2024,0.0014,m
82,2024,0.0012,m
83,2024,0.001,m
84,2024,0.0008,m
85,2024,0.0008,m
86,2024,0.0006,m
87,2024,0.0006,m
88,2024,0.000522,m
89,2024,0.000462,m
90,2024,0.000304,m
10,2025,0,m
11,2025,0.00000018,m
12,2025,0.00000326,m
13,2025,0.000029,m
14,2025,0.0001618,m
15,2025,0.0006,m
16,2025,0.0016,m
17,2025,0.003,m
18,2025,0.005,m
19,2025,0.0058,m
20,2025,0.0062,m
21,2025,0.0066,m
22,2025,0.0068,m
23,2025,0.0066,m
24,2025,0.0066,m
25,2025,0.0064,m
26,2025,0.0064,m
27,2025,0.0066,m
28,2025,0.0066,m
29,2025,0.007,m
30,2025,0.007,m
31,2025,0.0072,m
32,2025,0.0072,m
33,2025,0.0074,m
34,2025,0.0074,m
35,2025,0.0072,m
36,2025,0.0072,m
37,2025,0.007,m
38,2025,0.0068,m
39,2025,0.0066,m
40,2025,0.0064,m
41,2025,0.0062,m
42,2025,0.0058,m
43,2025,0.0056,m
44,2025,0.0056,m
45,2025,0.0054,m
46,2025,0.0052,m
47,2025,0.005,m
48,2025,0.0048,m
49,2025,0.0048,m
50,2025,0.0046,m
51,2025,0.0046,m
52,2025,0.0046,m
53,2025,0.0044,m
54,2025,0.0044,m
55,2025,0.0044,m
56,2025,0.0044,m
57,2025,0.0042,m
58,2025,0.0042,m
59,2025,0.0042,m
60,2025,0.004,m
61,2025,0.004,m
62,2025,0.004,m
63,2025,0.0038,m
64,2025,0.0038,m
65,2025,0.0038,m
66,2025,0.0036,m
67,2025,0.0036,m
68,2025,0.0034,m
69,2025,0.0034,m
70,2025,0.0032,m
71,2025,0.0032,m
72,2025,0.003,m
73,2025,0.0028,m
74,2025,0.0028,m
75,2025,0.0026,m
76,2025,0.0024,m
77,2025,0.0022,m
78,2025,0.002,m
79,2025,0.0018,m
80,2025,0.0018,m
81,2025,0.0016,m
82,2025,0.0014,m
83,2025,0.0012,m
84,2025,0.001,m
85,2025,0.0008,m
86,2025,0.0008,m
87,2025,0.0006,m
88,2025,0.0006,m
89,2025,0.000536,m
90,2025,0.000366,m
10,2026,0,m
11,2026,0.00000016,m
12,2026,0.00000298,m
13,2026,0.0000264,m
14,2026,0.000146,m
15,2026,0.0006,m
16,2026,0.0014,m
17,2026,0.0026,m
18,2026,0.0046,m
19,2026,0.0054,m
20,2026,0.006,m
21,2026,0.0062,m
22,2026,0.0064,m
23,2026,0.0064,m
24,2026,0.0064,m
25,2026,0.0062,m
26,2026,0.0062,m
27,2026,0.0062,m
28,2026,0.0062,m
29,2026,0.0064,m
30,2026,0.0066,m
31,2026,0.0066,m
32,2026,0.0068,m
33,2026,0.0068,m
34,2026,0.0068,m
35,2026,0.0068,m
36,2026,0.0066,m
37,2026,0.0066,m
38,2026,0.0064,m
39,2026,0.0062,m
40,2026,0.006,m
41,2026,0.0058,m
42,2026,0.0056,m
43,2026,0.0054,m
44,2026,0.0052,m
45,2026,0.0052,m
46,2026,0.005,m
47,2026,0.0048,m
48,2026,0.0048,m
49,2026,0.0046,m
50,2026,0.0044,m
51,2026,0.0044,m
52,2026,0.0044,m
53,2026,0.0044,m
54,2026,0.0042,m
55,2026,0.0042,m
56,2026,0.0042,m
57,2026,0.0042,m
58,2026,0.004,m
59,2026,0.004,m
60,2026,0.004,m
61,2026,0.004,m
62,2026,0.0038,m
63,2026,0.0038,m
64,2026,0.0038,m
65,2026,0.0036,m
66,2026,0.0036,m
67,2026,0.0036,m
68,2026,0.0034,m
69,2026,0.0034,m
70,2026,0.0032,m
71,2026,0.0032,m
72,2026,0.003,m
73,2026,0.003,m
74,2026,0.0028,m
75,2026,0.0026,m
76,2026,0.0024,m
77,2026,0.0024,m
78,2026,0.0022,m
79,2026,0.002,m
80,2026,0.0018,m
81,2026,0.0018,m
82,2026,0.0016,m
83,2026,0.0014,m
84,2026,0.0012,m
85,2026,0.001,m
86,2026,0.0008,m
87,2026,0.0008,m
88,2026,0.0006,m
89,2026,0.000608,m
90,2026,0.000438,m
10,2027,0,m
11,2027,0.00000014,m
12,2027,0.0000027,m
13,2027,0.000024,m
14,2027,0.0001326,m
15,2027,0.0004,m
16,2027,0.0012,m
17,2027,0.0024,m
18,2027,0.0042,m
19,2027,0.005,m
20,2027,0.0056,m
21,2027,0.006,m
22,2027,0.006,m
23,2027,0.0062,m
24,2027,0.0062,m
25,2027,0.006,m
26,2027,0.006,m
27,2027,0.0058,m
28,2027,0.006,m
29,2027,0.006,m
30,2027,0.006,m
31,2027,0.0062,m
32,2027,0.0064,m
33,2027,0.0064,m
34,2027,0.0064,m
35,2027,0.0064,m
36,2027,0.0062,m
37,2027,0.0062,m
38,2027,0.006,m
39,2027,0.0058,m
40,2027,0.0058,m
41,2027,0.0056,m
42,2027,0.0054,m
43,2027,0.0052,m
44,2027,0.005,m
45,2027,0.005,m
46,2027,0.0048,m
47,2027,0.0046,m
48,2027,0.0046,m
49,2027,0.0044,m
50,2027,0.0044,m
51,2027,0.0042,m
52,2027,0.0042,m
53,2027,0.0042,m
54,2027,0.0042,m
55,2027,0.0042,m
56,2027,0.004,m
57,2027,0.004,m
58,2027,0.004,m
59,2027,0.004,m
60,2027,0.0038,m
61,2027,0.0038,m
62,2027,0.0038,m
63,2027,0.0038,m
64,2027,0.0036,m
65,2027,0.0036,m
66,2027,0.0036,m
67,2027,0.0036,m
68,2027,0.0034,m
69,2027,0.0034,m
70,2027,0.0032,m
71,2027,0.0032,m
72,2027,0.003,m
73,2027,0.003,m
74,2027,0.0028,m
75,2027,0.0028,m
76,2027,0.0026,m
77,2027,0.0024,m
78,2027,0.0024,m
79,2027,0.0022,m
80,2027,0.002,m
81,2027,0.0018,m
82,2027,0.0016,m
83,2027,0.0016,m
84,2027,0.0014,m
85,2027,0.0012,m
86,2027,0.001,m
87,2027,0.0008,m
88,2027,0.0008,m
89,2027,0.0006,m
90,2027,0.000514,m
10,2028,0,m
11,2028,0.00000014,m
12,2028,0.00000244,m
13,2028,0.0000218,m
14,2028,0.000121,m
15,2028,0.0004,m
16,2028,0.0012,m
17,2028,0.0022,m
18,2028,0.0038,m
19,2028,0.0046,m
20,2028,0.0052,m
21,2028,0.0056,m
22,2028,0.0058,m
23,2028,0.0058,m
24,2028,0.006,m
25,2028,0.006,m
26,2028,0.0058,m
27,2028,0.0058,m
28,2028,0.0056,m
29,2028,0.0058,m
30,2028,0.0058,m
31,2028,0.0058,m
32,2028,0.006,m
33,2028,0.006,m
34,2028,0.006,m
35,2028,0.006,m
36,2028,0.0058,m
37,2028,0.0058,m
38,2028,0.0056,m
39,2028,0.0056,m
40,2028,0.0054,m
41,2028,0.0052,m
42,2028,0.0052,m
43,2028,0.005,m
44,2028,0.0048,m
